,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,viewer,new_title,hashtag
536,𝑪𝒐𝒕𝒕𝒐𝒏𝒄𝒂𝒏𝒅𝒚𝒇𝒍𝒐𝒔𝒔 🍭,วายสเตชั่น,257,ไม่อยากแค่จูบ อยากชวนเข้าห้อง,398,จบ,14.0,https://cdn.readawrite.com/articles/2029/2028007/thumbnail/,42,"18+,ซึงอูซอก,seungwooseok,ซึงอู,อูซอก,Boy Love/Yaoi,นิยายวาย,นัดไหมครับซอซ,Fanfiction แฟนฟิคชั่น,X1",#นัดไหมครับ | seungwooseok,"1,282,159",,นัดไหมครับ
537,AbewtieSK,นิยาย Boy Love Lovely Room,1,ถ้าเราบอกเธอว่าชอบเธอตั้งแต่วันแรก เธอจะว่าไง,1,จบ,3.0,https://cdn.readawrite.com/articles/2029/2028262/thumbnail/,0,"นิยายวาย,#Mpreg",ที่สุดในสามโลก #สามโลก,69,ที่สุดในสามโลก,สามโลก
538,ต้าวมู๋กรอบ🐷🌈,ชุมชนคนขี้ชิป,89,ตกลง เทียเมียใคร?,149,จบ,26.0,https://cdn.readawrite.com/articles/2028/2027404/thumbnail/,27,"เทียเมียใคร,JAEYONG,NCT,แจยง,ฟิคแจยง,คลังฟิคแจยง",#เทียเมียใคร (Jaeyong | แจยง),"1,024,554",,เทียเมียใคร
539,น้องตั้งน่ารักมึงอย่ามาเก่งกับกูนะอีปลาทอง,นิยาย Boy Love Lovely Room,0,เป็นนิยายเเนวไรไม่รู้คร๊าาาา อยากรู้มาอ่านสิอีสัส ขอโทษที่ใช้คำหยาบนะคะ ช่วงนี้รับบทเป็นนาง ไบโพลาร์,0,จบ,1.0,https://cdn.readawrite.com/articles/2028/2027452/thumbnail/,0,"อาทิตย์,วันจันทร์",ควายเผือกน่ารักของพี่อาทิตย์ #พี่อาทิตย์น้องวันจันทร์,64,ควายเผือกน่ารักของพี่อาทิตย์,พี่อาทิตย์น้องวันจันทร์
540,butterfly 8ffect -บัตเทอร์ฟลายเอฟเฟกต์-,นิยาย Boy Love Lovely Room,16,ช่องyouTubeทำขนม'98asmr'​ทำให้ปัณใจเต้นแรงเพราะสองมือในจอที่เขาดูจนฝันถึง และไม่คิดว่าจะเจอเจ้าของมื,90,จบ,0.0,https://cdn.readawrite.com/articles/2030/2029125/thumbnail/,13,"นิยายรักวัยรุ่น,มหาวิทยาลัย,asmr,bl,นพปัณ","#พี่ครับขอมือหน่อย {Yaoi,boy​love}​",536,,พี่ครับขอมือหน่อย
541,แมวน้อยตัวอ้วน,นิยาย Boy Love Lovely Room,24,ภาคต่อจากเรื่อง”เพียงเธอ #หัวใจภูผา” เป็นเรื่องราวความรักของ’วายุ’ลูกชายคนโต,133,จบ,15.0,https://cdn.readawrite.com/articles/2030/2029540/thumbnail/,15,Boy Love/Yaoi,ทั้งหมดของชีวิตคือ “เธอ” #หัวใจวายุ,"7,640",ทั้งหมดของชีวิตคือ,หัวใจวายุ
542,rerain,ชุมชนคนขี้ชิป,165,จะเลิกผัวดี ๆ หรือว่าจะมาเป็นผัวหนู,209,จบ,11.0,https://cdn.readawrite.com/articles/2030/2029628/thumbnail/,60,"มัตซึนฮานะ,มัตสึฮานะ,มัตซึฮานะ,matsuhana,แท็กเยอะไปหน่อย เลือกไม่ถูก สรุปมัตซึนหรือมัตซึหรือมัตสึ งง แท็กมันหมดเลยแล้วกันจ้า,HQ,Haikyuu AU thai,OiIwa",#พี่มัตอย่าซึน [HQ],"594,432",,พี่มัตอย่าซึน
543,++saisioo++,นิยาย Boy Love Secret Room,"17,517",งานนี้คน ‘ปากหวาน’ ต้องได้ ‘คลาน’ ลงจากเตียง,"28,571",จบ,37.0,https://cdn.readawrite.com/articles/2030/2029705/thumbnail/,"4,371",,ALL THE TIME #ทั้งวันทั้งคืน [Yaoi],"2,377,808",,ทั้งวันทั้งคืน
544,9crimes,นิยาย Boy Love Secret Room,11,#บาปกามไม่เคยหลับใหล (sinners never sleep): นิยาย Boy Love Secret Room,68,จบ,0.0,https://cdn.readawrite.com/articles/2029/2028830/thumbnail/,6,"บาปกามไม่เคยหลับใหล,นิยายวาย,Boy Love/Yaoi,18+,PWP",#บาปกามไม่เคยหลับใหล (sinners never sleep),830,,บาปกามไม่เคยหลับใหล
545,2ndwinter,วรรณกรรม/ดราม่า/เสียดสีสังคม,5,มันสำคัญด้วยหรือไง ในเมื่อจุดจบของทุกคนไม่ต่างกัน,20,จบ,10.0,https://cdn.readawrite.com/articles/2031/2030289/thumbnail/,1,"slice of life,Boy Love/Yaoi,fictober,Fictober2020",Gone with the Wind | #สูญหายในสายลม,380,,สูญหายในสายลม
546,พทลร,เรื่องนี้ที่อยากเล่า/ไดอารี,42,ส่งต่อท้องฟ้าปุ้บปิ้บๆ,11,จบ,67.0,https://cdn.readawrite.com/articles/2031/2030515/thumbnail/,5,"ไดอารี่,ท้องฟ้า,วันนี้คุณท้องฟ้าเล่าว่า",#วันนี้คุณท้องฟ้าเล่าว่า,895,,วันนี้คุณท้องฟ้าเล่าว่า
547,Who I Am?,ชุมชนคนขี้ชิป,47,"""แม่ง ใจร้ายว่ะ"" *มึคำหยาบ *เปลี่ยนเพศตัวละครบางตัว",114,จบ,5.0,https://cdn.readawrite.com/articles/2031/2030821/thumbnail/,37,"twst,TWSTFanficTH,Disney Twisted-Wonderland,DeuceAce",[TWST]#ใจร้ายว่ะ,"84,100",,ใจร้ายว่ะ
548,bubble©,ชุมชนคนขี้ชิป,165,แอบแซ่บอะมัน,780,จบ,8.0,https://cdn.readawrite.com/articles/2031/2030122/thumbnail/,64,"Markmin,มาร์คมิน",#เมลบลูมมม | markmin,"1,019,094",,เมลบลูมมม
549,อภิช,ชุมชนคนขี้ชิป,275,“โซนสลับตัวกับโซนที่อยู่ในโลกคู่ขนานอะนะ คิดว่าเป็นนิทานหลอกเด็กรึไง”,218,จบ,13.0,https://cdn.readawrite.com/articles/2032/2031821/thumbnail/,73,"minsoon,wonsoon,seventeen,มีอีกโซน",#มีอีกโซน | minsoon ; wonsoon,"1,354,196",,มีอีกโซน
550,Just T.,นิยาย Boy Love Lovely Room,3,"—ภาพฝันไม่ใช่ความฝัน ♥︎ ภาพฝันคือความรัก— -""ความรักของเขียนแบบ""-",2,จบ,2.0,https://cdn.readawrite.com/articles/2033/2032028/thumbnail/,2,"Boy Love/Yaoi,นิยายวาย,นิยายฟีลกู้ด,น่ารัก,เขียนภาพฝัน,มหาลัย,นิยายวายมหาลัย,นิเทศ,สถาปัตย์,18+",#เขียนภาพฝัน,70,,เขียนภาพฝัน
551,ซากุราอิ ธันด์,แฟนฟิคชั่น,12,รวบรวมฟิคสั้นต่างๆ​ ของนังคิมแท๊ก ในกิจกรรม​XiChengtober2020,43,จบ,19.0,https://cdn.readawrite.com/articles/2033/2032241/thumbnail/,7,"ซีเฉิง,เจียงเฉิง,เจียงหวั่นอิ๋น,หลานซีเฉิน,Xicheng,XiChengtober,Boy Love/Yaoi,Fanfiction แฟนฟิคชั่น,ปรมาจารย์ลัทธิมาร,ฟิคปรมาจารย์ลัทธิมาร",#XiChengtober2020 by คิมแท๊ก,"1,539",,คิมแท๊ก
552,เหมยฮวาพันปี(เวินเจินยี่),นิยาย Girl Love/ Yuri,11,วิหคหวนคืนสู่รัง #เฮ่ยฟาง: นิยาย Girl Love/ Yuri,22,จบ,1.0,https://cdn.readawrite.com/articles/2032/2031249/thumbnail/,6,"หยินเฮ่ยอ้าน,เวินหลงฟาง,เรือผี",วิหคหวนคืนสู่รัง #เฮ่ยฟาง,293,วิหคหวนคืนสู่รัง,เฮ่ยฟาง
553,คนดีย์(影黑暗。）,นิยาย Girl Love/ Yuri,15,หลานจื่อจิน×ไป๋หลิน,28,จบ,1.0,https://cdn.readawrite.com/articles/2032/2031267/thumbnail/,9,"นิยายยูริ,#ยูริ",ที่รักอย่ามักมาก#จื่อหลิน,463,ที่รักอย่ามักมาก,จื่อหลิน
554,หลานจิ้งซิน,แฟนฟิคชั่น,12,โดนท้าง่าาา ฝากถึงคนท้านะคะ แต่งคู่ตัวเองอะมันเจ็บปวด;-;,26,จบ,4.0,https://cdn.readawrite.com/articles/2032/2031295/thumbnail/,7,"ยี่ซิน,เหมยฮวาพันปี,เวินเจินยี่,fic ปรมาจารย์,นิยาย Girl Love/ Yuri",ยากนักกว่าเจ้าจะรู้สึก#ยี่ซิน,419,ยากนักกว่าเจ้าจะรู้สึก,ยี่ซิน
555,jump223x,ลิปสติกสีลิลลี่,49,ก็ว่าจะลองเติบโตด้วยการรักเธอสักครั้ง,42,จบ,7.0,https://cdn.readawrite.com/articles/2033/2032832/thumbnail/,11,"เซมรัน,yongrene",#เซมรัน / yongrene,"78,664",,เซมรัน
556,เจ้าหล้าเดือนปัญญา,ชุมชนคนขี้ชิป,54,กูไม่ได้คลั่งรัก กูแค่รักเขาจนจะเป็นบ้าเฉยๆ — กานต์,214,จบ,4.0,https://cdn.readawrite.com/articles/2034/2033084/thumbnail/,41,"Haikyuu,Haikyuu AU thai,SakuAtsu,OsaSuna,daiteru,shirasemi,AkaBoku,Kenkuro",#คุณกานต์คลั่งรัก | SakuAtsu,"356,030",,คุณกานต์คลั่งรัก
557,Lan Zijin,นิยาย Girl Love/ Yuri,12,'ไผ่เขียวกับสือซว่านพิสุทธิ์ก็เปรียบเหมือนเจ้าแลข้า....',21,จบ,0.0,https://cdn.readawrite.com/articles/2034/2033205/thumbnail/,9,"ยูริ,นิยายจีนโบราณ,Girl love / Yuri / หญิงรักหญิง,เรือผี,ไป๋จื่อ,ไป๋เฮยอั้น×หลานจื่อจิน",คะนึงหาเพียงเจ้า#ไป๋จื่อ,285,คะนึงหาเพียงเจ้า,ไป๋จื่อ
558,นิยายกลายพันธิ์,วายสเตชั่น,1,เมฆ☁️หนุ่มวิศวะปี1 ที่ได้เจอกับรุ่นพี่ที่เป็นพี่รหัสของเมฆาลูกพี่ลูกน้องของเขา ไอดิน⚙️หนุ่มวิศวะปี2,5,จบ,14.0,https://cdn.readawrite.com/articles/2034/2033251/thumbnail/,1,"ไอดิน,เมฆ,ไอดิน×เมฆ,Cloudy smell,กลิ่นเมฆ ไอดิน,College age,วัยวุ่นมหาลัย,หนุ่มวิศวะ",Cloudy smell#กลิ่นเมฆ ไอดิน,"5,816",,กลิ่นเมฆไอดิน
